Chemical,Metal,Carcinogen,PBT,PFAS,Units,Air,Water,Landfill,Underground Wells,Land Treatment,Surface Impoundment,Recycled
N-Nitroso-N-methylurea,NO,YES,NO,NO,Pounds,0.013000000000000001,0.0,0.0,0.0,0.0,0.0,0.0
N-Nitrosodi-n-butylamine,NO,YES,NO,NO,Pounds,0.052000000000000005,0.0,237.1,0.0,0.0,0.0,0.0
N-Nitrosodi-n-propylamine,NO,YES,NO,NO,Pounds,1.017,0.0,0.0,0.0,0.0,0.0,0.0
N-Nitrosodiethylamine,NO,YES,NO,NO,Pounds,0.013000000000000001,0.0,0.0,0.0,0.0,0.0,0.0
N-Nitrosodimethylamine,NO,YES,NO,NO,Pounds,0.2,0.0,0.0,0.0,0.0,0.0,0.0
N-Nitrosodiphenylamine,NO,NO,NO,NO,Pounds,6.462,0.0,0.0,0.0,0.0,0.0,0.0
N-Nitrosopiperidine,NO,YES,NO,NO,Pounds,4.4,0.0,0.0,0.0,0.0,0.0,0.0
Nabam,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Naled,NO,NO,NO,NO,Pounds,10.0,0.0,10620.0,0.0,0.0,0.0,0.0
Naphthalene,NO,YES,NO,NO,Pounds,1324670.458532,3568.101,2185824.9981,457263.565,247.72799999999998,345.99,469967.0921
Nickel,YES,YES,NO,NO,Pounds,107559.10010899999,6398.423696,4233912.373265,93936.04999999999,1546.7629,681649.7059000001,151271649.000002
Nickel  And Nickel Compounds,YES,YES,NO,NO,Pounds,91316.544459,27236.0729,40236242.8731,261228.06,68095.6576,8632704.05,19211229.9489
Nickel compounds,YES,YES,NO,NO,Pounds,102202.29639999999,28925.7649,4445982.7696,211449.49719999998,21761.45,2139698.28,9895938.4297
Nicotine and salts,NO,NO,NO,NO,Pounds,174888.01499999998,27.0,193670.177,0.015,85705.0,0.0,7803569.275
Nitrapyrin,NO,NO,NO,NO,Pounds,34.0,0.0,317869.15,0.0,0.0,0.0,1846.0
Nitrate compounds (water dissociable; reportable only when in aqueous solution),NO,NO,NO,NO,Pounds,299373.54719099996,177150545.108,5878503.3619,34138341.122291,15513456.765999999,11694068.76,1403500.4759
Nitric acid,NO,NO,NO,NO,Pounds,1520968.202138,304933.005,1243256.1132699999,7426541.591,112086.12599999999,325934.03,1289234.634
Nitrilotriacetic acid,NO,YES,NO,NO,Pounds,0.0,0.0,0.0,1780.0,0.0,0.0,0.0
Nitrobenzene,NO,YES,NO,NO,Pounds,15992.843,0.0,261.261,283215.01,0.0,0.0,1418.11
Nitroglycerin,NO,NO,NO,NO,Pounds,97582.16548000001,34486.0,18036.49,0.0,0.0,0.0,4362.0
Nitromethane,NO,YES,NO,NO,Pounds,57558.44,796.0,0.0,0.0,0.0,0.0,0.0
Nonylphenol,NO,NO,NO,NO,Pounds,31436.634335000002,13.830000000000002,178130.7018,0.0,76.0,0.0,13873.0
Nonylphenol Ethoxylates,NO,NO,NO,NO,Pounds,83865.914087,2587.5,260827.091,394.76,125.04,44000.0,3609.8
Norflurazon,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Octachlorostyrene,NO,NO,YES,NO,Pounds,0.0,0.0123,66.718,0.0,0.0,219.55,0.0
"Octanoyl fluoride, pentadecafluoro-",NO,NO,NO,YES,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oryzalin,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Osmium tetroxide,NO,NO,NO,NO,Pounds,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Oxadiazon,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oxyfluorfen,NO,NO,NO,NO,Pounds,2.64,0.3,4980.46,0.0,0.0,0.0,0.0
Ozone,NO,NO,NO,NO,Pounds,811606.503,0.0,0.0,0.0,0.0,0.0,0.0
Paraldehyde,NO,NO,NO,NO,Pounds,44.262,0.0,19000.0,0.0,0.0,0.0,0.0
Paraquat dichloride,NO,NO,NO,NO,Pounds,500.0,0.0,47541.0,262.0,0.0,0.0,0.0
Parathion,NO,YES,NO,NO,Pounds,0.25203,0.0,0.007,0.007,0.0,0.0,0.0
Pendimethalin,NO,NO,YES,NO,Pounds,3337.517238,5.06,17027.128999999997,0.008,1875.0,0.0043,990.0
Pentachlorobenzene,NO,NO,YES,NO,Pounds,37.0202,144.7021,911.092,23.0018,0.0,0.0,0.0
Pentachloroethane,NO,NO,NO,NO,Pounds,1690.042,0.0,220.307,0.006,0.0,0.0,190692.0
Pentachlorophenol,NO,YES,NO,NO,Pounds,56.281,846.0,108.0,0.0,0.0,0.0,1619.0
Pentobarbital sodium,NO,NO,NO,NO,Pounds,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Peracetic acid,NO,NO,NO,NO,Pounds,255341.165,2197.52,10.376999999999999,391.015,4539.73,1700.0,596.0
Perfluorodecanoic acid,NO,NO,NO,YES,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Perfluorododecanoic acid,NO,NO,NO,YES,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Perfluorohexanesulfonic acid,NO,NO,NO,YES,Pounds,0.0,0.0,500.0,0.0,0.0,0.0,0.0
Perfluorononanoic acid,NO,NO,NO,YES,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Perfluorooctane sulfonic acid,NO,NO,NO,YES,Pounds,0.0,0.0,16308.45,0.0,0.0,0.0,0.0
Perfluorooctanoic acid,NO,YES,NO,YES,Pounds,3.84,0.0,0.0,288.0,0.0,0.0,0.0
Perfluorooctyl iodide,NO,NO,NO,YES,Pounds,381.7,65.0,5468.72,0.0,0.0,0.0,490228.0
Perfluorotetradecanoic acid,NO,NO,NO,YES,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Permethrin,NO,NO,NO,NO,Pounds,18.57001,0.0,16195.4,1100.0,0.0,0.0,121.0
Phenanthrene,NO,NO,NO,NO,Pounds,41026.950448,329.1736,47999.0836,274.488,5.539,136.0,158685.819
Phenol,NO,NO,NO,NO,Pounds,3145685.18116,26692.500676,1041956.278587,1356879.286,362.6624,4594.0599999999995,551170.01
Phenolphthalein,NO,YES,NO,NO,Pounds,10.0,0.0,10528.0,0.0,0.0,0.0,0.0
Phenothrin,NO,NO,NO,NO,Pounds,20.0,0.0,0.0,0.0,0.0,0.0,0.0
Phenytoin,NO,YES,NO,NO,Pounds,830.0,0.0,0.0,0.0,0.0,0.0,0.0
Phosgene,NO,NO,NO,NO,Pounds,5691.32,0.0,0.0,0.0,0.0,0.0,0.0
Phosphine,NO,NO,NO,NO,Pounds,4378.4,7.51,0.0,0.0,0.0,0.0,0.0
"Phosphonic acid, perfluoro-C6-12-alkyl derivs.",NO,NO,NO,YES,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phosphorus (yellow or white),NO,NO,NO,NO,Pounds,909.35,0.0,993.889,0.0,0.0,0.0,129294.0
Phthalic anhydride,NO,NO,NO,NO,Pounds,198718.92979999998,27.0,52279.33,36741.027,0.0,1.0,9686.0
Picloram,NO,NO,NO,NO,Pounds,447.1,0.0,18.0,0.0,0.0,0.0,0.0
Picric acid,NO,NO,NO,NO,Pounds,0.2,0.0,0.0,80469.0,0.0,0.0,0.0
Piperonyl butoxide,NO,NO,NO,NO,Pounds,8.36,0.0,0.0,0.0,0.0,0.0,0.0
Pirimiphos-methyl,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Poly(difluoromethylene), α,α'-[phosphinicobis(oxy-2,1-ethanediyl)]bis[ω-fluoro-, ammonium salt",NO,NO,NO,YES,Pounds,10.0,0.0,0.0,0.0,0.0,0.0,0.0
"Poly(difluoromethylene), α-fluoro-ω-[2-(phosphonooxy)ethyl]-, diammonium salt",NO,NO,NO,YES,Pounds,10.0,0.0,0.0,0.0,0.0,0.0,0.0
"Poly(difluoromethylene), α-fluoro-ω-[2-[(1-oxo-2-propenyl)oxy]ethyl]-, homopolymer",NO,NO,NO,YES,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Poly(oxy-1,2-ethanediyl), α-[2-[ethyl[(heptadecafluorooctyl)sulfonyl]amino]ethyl]-ω-hydroxy-",NO,NO,NO,YES,Pounds,0.0,0.0,2874.0,0.0,0.0,0.0,0.0
"Poly(oxy-1,2-ethanediyl), α-[2-[ethyl[(pentadecafluoroheptyl)sulfonyl]amino]ethyl]-ω-methoxy-",NO,NO,NO,YES,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Poly(oxy-1,2-ethanediyl), α-hydro-ω-hydroxy-, ether with α-fluoro-ω-(2-hydroxyethyl)poly(difluoromethylene) (1:1)",NO,NO,NO,YES,Pounds,0.11,0.0,0.0,0.0,0.0,0.0,132.0
"Poly[oxy(methyl-1,2-ethanediyl)], α-[2-[ethyl[(heptadecafluorooctyl)sulfonyl]amino]ethyl]-ω-hydroxy-",NO,NO,NO,YES,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Polybrominated biphenyls,NO,YES,NO,NO,Pounds,0.0,0.0,1894.0,0.0,0.0,0.0,0.0
Polychlorinated alkanes (C10-C13),NO,NO,NO,NO,Pounds,9.65,0.0,504.0,0.0,0.0,0.0,39316.0
Polychlorinated biphenyls,NO,YES,YES,NO,Pounds,31.154294999999998,1.4001,3047586.8855410004,0.19,13.0,149.44,5747.7
Polycyclic aromatic compounds,NO,YES,YES,NO,Pounds,252655.408743,5620.846158,321044.534128,20017.257,1117.332,1271.76,1762259.50555
Potassium N-methyldithiocarbamate,NO,NO,NO,NO,Pounds,10.0,0.0,356.0,0.0,0.0,0.0,0.0
Potassium bromate,NO,YES,NO,NO,Pounds,15.0,0.0,0.0,0.0,0.0,0.0,0.0
Potassium dimethyldithiocarbamate,NO,NO,NO,NO,Pounds,206.0,0.0,0.8,0.0,0.0,0.0,0.0
Potassium perfluorooctanesulfonate,NO,NO,NO,YES,Pounds,0.2,0.0,7000.0,0.0,0.0,0.0,0.0
Prometryn,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pronamide,NO,NO,NO,NO,Pounds,0.014,0.0,0.0,0.0,0.0,0.0,0.0
Propachlor,NO,NO,NO,NO,Pounds,0.01,0.0,0.026,0.024,0.0,0.0,0.0
Propanil,NO,NO,NO,NO,Pounds,1000.0,0.0,50884.24,0.0,0.0,0.0,0.0
Propargite,NO,NO,NO,NO,Pounds,307.68,0.0,0.0,0.0,0.0,0.0,0.0
Propargyl alcohol,NO,NO,NO,NO,Pounds,496.79600000000005,0.0,90.75299999999999,0.005,0.0,0.0,0.0
Propiconazole,NO,NO,NO,NO,Pounds,2591.48,1179.0,23058.35,0.0,0.0,0.0,8981.15
Propionaldehyde,NO,NO,NO,NO,Pounds,152700.69,19727.05,476.74,129052.7,1.0,0.0,0.0
Propoxur,NO,NO,NO,NO,Pounds,0.2,0.0,0.0,0.0,0.0,0.0,0.0
Propylene,NO,NO,NO,NO,Pounds,6962481.23315,85.3,664.0,24000.0,54.0,0.0,4977.8
Propylene oxide,NO,YES,NO,NO,Pounds,293848.44651599997,1288.0,120.76,25546.0,0.0,0.0,1.0
Propyleneimine,NO,YES,NO,NO,Pounds,982.9,0.0,0.0,0.0,0.0,0.0,0.0
Pyridine,NO,YES,NO,NO,Pounds,26274.113,63.0,2506.552,528054.11,0.0,0.0,18469.88
Quinoline,NO,YES,NO,NO,Pounds,341.2627,0.0,15871.0982,0.0,0.0,0.0,0.0
Quinone,NO,NO,NO,NO,Pounds,30.049999999999997,0.0,67.0,0.0,0.0,0.0,0.0
Quintozene,NO,NO,NO,NO,Pounds,79.834,0.0,60.25,0.0,0.0,0.0,0.0
"S,S,S-Tributyltrithiophosphate",NO,NO,NO,NO,Pounds,10.1,0.0,0.0,0.0,0.0,0.0,0.0
S-Ethyl dipropylthiocarbamate,NO,NO,NO,NO,Pounds,7.5,0.0,0.0,0.0,0.0,0.0,0.0
Safrole,NO,YES,NO,NO,Pounds,0.014,0.0,0.0,0.0,0.0,0.0,0.0
Selenium,YES,NO,NO,NO,Pounds,16980.8878,772.4625,1000712.6508,671.8900000000001,0.0,0.0005,41856.222
Selenium  And Selenium Compounds,YES,NO,NO,NO,Pounds,33975.346044,4200.87,627836.704,24150.2,318.0,20790.0,28064.02
Selenium compounds,YES,NO,NO,NO,Pounds,66240.70055,6449.51,1874261.568,353.0,77.22,281719.98,56671.0
"Siloxanes and Silicones, (3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluorodecyl)oxy Me, hydroxy Me, Me octyl, ethers with polyethylene glycol mono-Me ether",NO,NO,NO,YES,Pounds,10.0,0.0,0.0,0.0,0.0,0.0,23815.872
Silver,YES,NO,NO,NO,Pounds,1238.4863010000001,17.58,65914.2782,0.0,72.0,2.9605,936676.626
Silver And Silver Compounds,YES,NO,NO,NO,Pounds,14517.955042,140.64999999999998,129767.12,9391.53,0.0,28301.0,488983.69
Silver compounds,YES,NO,NO,NO,Pounds,418.28,1018.78,55802.81,30.0,0.0,146196.0,314211.32
Simazine,NO,NO,NO,NO,Pounds,75.1,5.1,548005.0,0.0,0.0,0.0,0.0
Sodium azide,NO,NO,NO,NO,Pounds,2.2,0.0,18153.0,0.0,0.0,0.0,8.0
Sodium dicamba,NO,NO,NO,NO,Pounds,200.11,0.0,20345.0,1.0,0.0,0.0,750.0
Sodium dimethyldithiocarbamate,NO,NO,NO,NO,Pounds,156.39999999999998,0.0,359255.2,0.0,10.0,0.0,5.0
Sodium fluoroacetate,NO,NO,NO,NO,Pounds,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Sodium nitrite,NO,NO,NO,NO,Pounds,76979.9131,1815982.41,1329811.61179,1413713.2,2457.55,0.0,55459.0
Sodium o-phenylphenoxide,NO,YES,NO,NO,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Strychnine and salts,NO,NO,NO,NO,Pounds,2.0,0.0,19000.0,0.0,0.0,0.0,0.0
Styrene,NO,YES,NO,NO,Pounds,30968120.71547,11221.81499,1761720.533,198566.396,5904.346,12888.01,194780.6534
Styrene oxide,NO,YES,NO,NO,Pounds,2.8,0.0,0.0,0.0,0.0,0.0,0.0
Sulfluramid,NO,NO,NO,YES,Pounds,0.0,0.8,0.0,0.0,0.0,0.0,0.0
"Sulfonic acids, C6-12-alkane, γ-ω-perfluoro, ammonium salts",NO,NO,NO,YES,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)",NO,NO,NO,NO,Pounds,50034527.895792,0.0,525915.0,0.0,0.0,225.0,479970.5008
Sulfuryl fluoride,NO,NO,NO,NO,Pounds,292346.0,0.0,0.0,0.0,0.0,0.0,0.0
Tebuthiuron,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Terbacil,NO,NO,NO,NO,Pounds,0.0,0.0,82.0,0.0,0.0,0.0,0.0
Tetrabromobisphenol A,NO,NO,YES,NO,Pounds,7629.6392,10.0,151215.55,0.0,10.0,0.0,0.0
Tetrachloroethylene,NO,YES,NO,NO,Pounds,781093.2815,596.876,51228.465736,3.409,3.001,0.0,4116882.344567
Tetrachlorvinphos,NO,YES,NO,NO,Pounds,30.0,0.0,0.0,0.0,0.0,0.0,0.0
Tetracycline hydrochloride,NO,NO,NO,NO,Pounds,132.79999999999998,0.0,4623.0,0.0,0.0,0.0,0.0
Tetrafluoroethylene,NO,YES,NO,NO,Pounds,111382.0,0.0,0.0,0.0,0.0,0.0,0.0
Tetramethrin,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thallium,YES,NO,NO,NO,Pounds,1.877868,0.2,10211.25,0.0,0.0,0.0,0.0
Thallium  And Thallium Compounds,YES,NO,NO,NO,Pounds,119.39999999999999,0.0,93976.0,0.0,0.0,11000.0,0.0
Thallium compounds,YES,NO,NO,NO,Pounds,922.06,516.0,393693.13289,15.0,0.0,593314.0,5345.0
Thiabendazole,NO,NO,NO,NO,Pounds,13.299999999999999,5088.0,221.37,0.0,0.0,0.0,0.0
Thioacetamide,NO,YES,NO,NO,Pounds,4.013999999999999,0.0,0.0,0.0,0.0,0.0,0.0
Thiobencarb,NO,NO,NO,NO,Pounds,500.0,0.0,0.0,0.0,0.0,0.0,0.0
Thiodicarb,NO,NO,NO,NO,Pounds,755.77,0.0,3.2,0.0,0.0,0.0,0.0
"Thiols, C8-20, γ-ω-perfluoro, telomers with acrylamide",NO,NO,NO,YES,Pounds,0.0,0.0,27000.0,0.0,0.0,0.0,0.0
Thiophanate-methyl,NO,NO,NO,NO,Pounds,31.200000000000003,0.0,15405.0,0.0,0.0,0.0,0.0
Thiourea,NO,YES,NO,NO,Pounds,266.077,0.0,18048.0,0.0,0.0,2578.0,0.0
Thiram,NO,NO,NO,NO,Pounds,1086.899042,16.419999999999998,33266.509586,0.0,0.0,0.0,3986.69
Thorium dioxide,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Titanium tetrachloride,NO,NO,NO,NO,Pounds,19301.6104,0.0,604.0,0.0,0.0,0.0,0.0
Toluene,NO,NO,NO,NO,Pounds,14211084.438110001,5994.827,436551.394331,185158.954759,6019.3636,2847.36,12798115.8904
Toluene diisocyanate (mixed isomers),NO,YES,NO,NO,Pounds,13848.08423,0.0,38424.338,48456.088,0.0,1094.0,1027.0
"Toluene-2,4-diisocyanate",NO,YES,NO,NO,Pounds,557.94899,0.0,2.283,0.256,0.0,0.0,762.0
"Toluene-2,6-diisocyanate",NO,YES,NO,NO,Pounds,144.61728,0.0,78.012,0.01,0.0,0.0,250.0
Toxaphene,NO,YES,YES,NO,Pounds,121.681,0.0,12529.146999999999,34.007,0.0,0.0,433.0
Trade Secret,NO,NO,NO,NO,Pounds,15394.968,47.0,82.0,0.0,0.0,0.0,0.0
Triadimefon,NO,NO,NO,NO,Pounds,1.53,0.0,6.35,0.0,0.0,0.0,0.0
Triallate,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tribenuron-methyl,NO,NO,NO,NO,Pounds,2290.4,0.0,21405.0,0.0,0.0,0.0,0.0
Tributyltin methacrylate,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trichlorfon,NO,NO,NO,NO,Pounds,0.0,0.0,2236.0,0.0,0.0,0.0,0.0
Trichloroacetyl chloride,NO,NO,NO,NO,Pounds,8.6,0.0,0.0,0.0,0.0,0.0,0.0
Trichloroethylene,NO,YES,NO,NO,Pounds,1004133.55901,326.58,11613.454,0.112,0.0,0.0,1659176.29
Trichlorofluoromethane (CFC-11),NO,NO,NO,NO,Pounds,209465.675,52.0,3.0,0.0,0.0,0.0,151.0
Triclopyr-triethylammonium salt,NO,NO,NO,NO,Pounds,26.53,0.0,0.0,0.0,0.0,0.0,0.0
Triethylamine,NO,NO,NO,NO,Pounds,121352.6171,5163.0,37987.813,433.139,0.0,0.0,55358.7705
Trifluralin,NO,NO,YES,NO,Pounds,427.87269499999996,0.3,16841.84,0.0,0.0,0.0,0.0
Triphenyltin hydroxide,NO,NO,NO,NO,Pounds,1.8,0.0,0.02,0.0,0.0,0.0,0.0
"Tris(2,3-dibromopropyl) phosphate",NO,YES,NO,NO,Pounds,0.014,0.0,0.0,0.0,0.0,0.0,0.0
Trypan blue,NO,YES,NO,NO,Pounds,4.155,0.0,18000.0,0.0,0.0,0.0,0.0
Urethane,NO,YES,NO,NO,Pounds,130.671,0.0,79204.256,0.232,0.0,0.0,2937.0
Vanadium (except when contained in an alloy),NO,NO,NO,NO,Pounds,7791.65,3260.91,615736.26,0.0,6.0,5.54,167097.4
Vanadium compounds,YES,NO,NO,NO,Pounds,162414.785169,371872.9581,16499319.9411,1500415.002597,134338.89,9017920.426,1034953.329
Vinclozolin,NO,NO,NO,NO,Pounds,0.0,0.0,34664.0,0.0,0.0,0.0,0.0
Vinyl acetate,NO,YES,NO,NO,Pounds,916448.643303,8099.0,38302.1498,146856.045,0.678,0.0,1835757.55
Vinyl chloride,NO,YES,NO,NO,Pounds,428184.883026,48.52,139.826,0.005,0.0,0.0,5234.67033
Vinyl fluoride,NO,YES,NO,NO,Pounds,131017.6,0.0,0.0,0.0,0.0,0.0,0.0
Vinylidene chloride,NO,YES,NO,NO,Pounds,62997.132,29.0,115118.31599999999,0.005,0.0,0.0,35589.05
Warfarin and salts,NO,NO,NO,NO,Pounds,6.1000000000000005,0.0,39000.03,0.027,0.0,0.0,0.0
Xylene (mixed isomers),NO,NO,NO,NO,Pounds,10231996.33649,6826.63168,604245.0205999999,314383.280118,913.7236,1807.09,13283658.8212
Zinc (fume or dust),NO,NO,NO,NO,Pounds,235983.78840000002,0.0,3570428.74,46.15,188537.0,344969.0,17068475.95
Zinc compounds,YES,NO,NO,NO,Pounds,2389910.794245,982443.265917,113209969.35505001,8224749.1616,847214.2100000001,268226014.46759498,510998041.4436
Zineb,NO,NO,NO,NO,Pounds,0.1,0.0,0.0,0.0,0.0,0.0,0.0
alpha-Naphthylamine,NO,YES,NO,NO,Pounds,10.0,0.0,0.0,0.0,0.0,0.0,0.0
beta-Naphthylamine,NO,YES,NO,NO,Pounds,3.0,0.0,0.0,0.0,0.0,0.0,0.0
m-Cresol,NO,NO,NO,NO,Pounds,8767.464,617.614,57.54,587226.0,0.0,0.0,706.0
m-Dinitrobenzene,NO,NO,NO,NO,Pounds,3.0,0.0,0.0,0.0,0.0,0.0,0.0
m-Xylene,NO,NO,NO,NO,Pounds,206329.5002,188.65,566.0,0.0,0.0,0.0,15765.7
n-Butyl alcohol,NO,NO,NO,NO,Pounds,7751253.885834001,43295.3653,80594.8436,754292.322,22.0,19000.0,2858711.4981
n-Hexane,NO,NO,NO,NO,Pounds,37674210.52131,2273.421002,104845.586,252390.978,1442.2366000000002,881.11,2034862.9015
o-Anisidine,NO,YES,NO,NO,Pounds,1270.0,0.0,0.0,0.0,0.0,0.0,0.0
o-Cresol,NO,NO,NO,NO,Pounds,3022.6828000000005,134.2,0.0,202537.61,0.0,0.0,6046.0
o-Toluidine,NO,YES,NO,NO,Pounds,5546.21,198.0,0.0,0.0,0.0,5.0,0.0
o-Toluidine hydrochloride,NO,YES,NO,NO,Pounds,0.02,0.0,0.0,0.0,0.0,0.0,0.0
o-Xylene,NO,NO,NO,NO,Pounds,176012.7788,118.23,380.49,30175.0,0.0,0.0,6701.5
p-Chloroaniline,NO,YES,NO,NO,Pounds,76.08,50.0,0.0,0.0,0.0,0.0,0.0
p-Cresidine,NO,YES,NO,NO,Pounds,1.48,0.0,0.0,0.0,0.0,0.0,0.0
p-Cresol,NO,NO,NO,NO,Pounds,3516.4350000000004,278.9,6.64,293615.0,0.0,0.0,455.0
p-Nitroaniline,NO,NO,NO,NO,Pounds,49.6,0.0,0.0,0.0,0.0,0.0,0.0
p-Phenylenediamine,NO,NO,NO,NO,Pounds,1471.21,85.0,0.0,81.29,0.0,0.0,10.0
p-Xylene,NO,NO,NO,NO,Pounds,492420.7563,50.02,5289.0,0.0,0.0,0.0,4383.8
sec-Butyl alcohol,NO,NO,NO,NO,Pounds,170419.4676,953.0,3341.62,20.0,0.0,0.0,15839.57
tert-Butyl alcohol,NO,NO,NO,NO,Pounds,259409.9933,6743.0,26908.01,300339.4,130.6,0.0,160307.88
"trans-1,4-Dichloro-2-butene",NO,NO,NO,NO,Pounds,6.0,0.0,0.0,0.0,0.0,0.0,0.0
